"schema_name","table_name","column_name","data_type","data_type_ext","nullable","default_value","primary_key","foreign_key","unique_key","check_contraint","computed_column_definition","comments"
dbo,bus_Biztalk_Users_tb,Title,varchar,varchar(100),Y,"","","","","",,Title
dbo,bus_Biztalk_Users_tb,Type,varchar,varchar(100),Y,"","","","","",,Type
dbo,bus_Biztalk_Users_tb,UnitID,varchar,varchar(100),Y,"","","","","",,Unitid
dbo,bus_Biztalk_Users_tb,Username,varchar,varchar(100),Y,"","","","","",,Username
dbo,bus_Biztalk_Users_tb,WorkLocation,varchar,varchar(100),Y,"","","","","",,Worklocation
dbo,bus_Biztalk_Users_tb,WorkRole,varchar,varchar(100),Y,"","","","","",,Workrole
dbo,bus_Biztalk_Users_tb_jp,CareerPath,varchar,varchar(100),Y,"","","","","",,Careerpath
dbo,bus_Biztalk_Users_tb_jp,CareerTrack,varchar,varchar(100),Y,"","","","","",,Careertrack
dbo,bus_Biztalk_Users_tb_jp,ContractType,varchar,varchar(100),Y,"","","","","",,Contracttype
dbo,bus_Biztalk_Users_tb_jp,createdDate,datetime,datetime,Y,"","","","","",,Createddate
dbo,bus_Biztalk_Users_tb_jp,EmployeeID,varchar,varchar(100),N,"",PK,"","","",,Employeeid
dbo,bus_Biztalk_Users_tb_jp,FirstName,varchar,varchar(100),Y,"","","","","",,Firstname
dbo,bus_Biztalk_Users_tb_jp,Gender,varchar,varchar(100),Y,"","","","","",,Gender
dbo,bus_Biztalk_Users_tb_jp,LastName,varchar,varchar(100),Y,"","","","","",,Lastname
dbo,bus_Biztalk_Users_tb_jp,MiddleName,varchar,varchar(100),Y,"","","","","",,Middlename
dbo,bus_Biztalk_Users_tb_jp,SupervisorUsername,varchar,varchar(100),Y,"","","","","",,Supervisorusername
dbo,bus_Biztalk_Users_tb_jp,Title,varchar,varchar(100),Y,"","","","","",,Title
dbo,bus_Biztalk_Users_tb_jp,Type,varchar,varchar(100),Y,"","","","","",,Type
dbo,bus_Biztalk_Users_tb_jp,UnitID,varchar,varchar(100),Y,"","","","","",,Unitid
dbo,bus_Biztalk_Users_tb_jp,Username,varchar,varchar(100),Y,"","","","","",,Username
dbo,bus_Biztalk_Users_tb_jp,WorkLocation,varchar,varchar(100),Y,"","","","","",,Worklocation
dbo,bus_Biztalk_Users_tb_jp,WorkRole,varchar,varchar(100),Y,"","","","","",,Workrole
dbo,Bus_Bud_E_Sync_tb,bus_accounting_type,varchar,varchar(50),N,"","","","","",,Bus accounting type
dbo,Bus_Bud_E_Sync_tb,bus_administrative_account,varchar,varchar(50),N,"","","","","",,Bus administrative account
dbo,Bus_Bud_E_Sync_tb,bus_amount,decimal,"decimal(15, 5)",N,"","","","","",,Bus amount
dbo,Bus_Bud_E_Sync_tb,bus_cancel_seq,int,int,Y,"","","","","",,Bus cancel seq
dbo,Bus_Bud_E_Sync_tb,bus_description,varchar,varchar(50),Y,"","","","","",,Bus description
dbo,Bus_Bud_E_Sync_tb,bus_doc_num,varchar,varchar(50),Y,"","","","","",,Bus doc num
dbo,Bus_Bud_E_Sync_tb,bus_doc_type,varchar,varchar(50),N,"","","","","",,Bus doc type
dbo,Bus_Bud_E_Sync_tb,bus_id,int,int,N,"",PK,"","","",,Bus id
dbo,Bus_Bud_E_Sync_tb,bus_invoice,varchar,varchar(50),Y,"","","","","",,Bus invoice
dbo,Bus_Bud_E_Sync_tb,bus_lawson_date,datetime,datetime,N,"","","","","",,Bus lawson date
dbo,Bus_Bud_E_Sync_tb,bus_opus_code,varchar,varchar(50),N,"","","","","",,Bus opus code
dbo,Bus_Bud_E_Sync_tb,bus_opus_id,int,int,N,"","","","","",,Bus opus id
dbo,Bus_Bud_E_Sync_tb,bus_opus_program,varchar,varchar(50),N,"","","","","",,Bus opus program
dbo,Bus_Bud_E_Sync_tb,bus_org_unit,varchar,varchar(50),N,"","","","","",,Bus org unit
dbo,Bus_Bud_E_Sync_tb,bus_year,int,int,N,"","","","","",,Bus year
dbo,Caj_Catalog_Jobs,description_job,nvarchar,nvarchar(250),Y,"","","","","",,Description job
dbo,Caj_Catalog_Jobs,id_job,int,int,N,"",PK,"","","",,Id job
dbo,Cel_Cell_Phone_tb,cel_sms_notification,bit,bit,N,"","","","","",,Cel sms notification
dbo,Cel_Cell_Phone_tb,cel_token,varchar,varchar(5),N,"","","","","",,Cel token
dbo,Cel_Cell_Phone_tb,cel_validated,bit,bit,N,"","","","","",,Cel validated
dbo,Cel_Cell_Phone_tb,phn_id,int,int,N,"",PK,FK,"","",,Phn id
dbo,Cti_City_tb,cti_deleted_flag,bit,bit,N,((0)),"","","","",,Cti deleted flag
dbo,Cti_City_tb,cti_district,varchar,varchar(100),Y,"","","","","",,Cti district
dbo,Cti_City_tb,cti_filter,bit,bit,Y,"","","","","",,Cti filter
dbo,Cti_City_tb,cti_id,int,int,N,"",PK,"","","",,Cti id
dbo,Cti_City_tb,cti_name,varchar,varchar(100),N,"","","","","",,Cti name
dbo,Cti_City_tb,cti_review_flag,bit,bit,N,"","","","","",,Cti review flag
dbo,Cti_City_tb,cti_successor_city_id,int,int,Y,"","","","","",,Cti successor city id
dbo,Cti_City_tb,ctr_id_country,int,int,N,"","",FK,"","",,Ctr id country
dbo,Ctr_Country_tb,ctr_bank_borrower,bit,bit,N,((0)),"","","","",,Ctr bank borrower
dbo,Ctr_Country_tb,ctr_bank_member,bit,bit,N,((0)),"","","","",,Ctr bank member
dbo,Ctr_Country_tb,ctr_code,varchar,varchar(100),N,"","","","","",,Ctr code
dbo,Ctr_Country_tb,ctr_continent,varchar,varchar(100),N,"","","","","",,Ctr continent
dbo,Ctr_Country_tb,ctr_filter,bit,bit,Y,"","","","","",,Ctr filter
dbo,Ctr_Country_tb,ctr_id,int,int,N,"",PK,"","","",,Ctr id
dbo,Ctr_Country_tb,ctr_local_name,varchar,varchar(100),N,"","","","","",,Ctr local name
dbo,Ctr_Country_tb,ctr_locale_code,char,char(2),N,"","","","","",,Ctr locale code
dbo,Ctr_Country_tb,ctr_name,varchar,varchar(100),N,"","","","","",,Ctr name
dbo,Ctr_Country_tb,ctr_official_language,varchar,varchar(50),Y,"","","","","",,Ctr official language
dbo,Ctr_Country_tb,ctr_region,varchar,varchar(100),N,"","","","","",,Ctr region
dbo,Ctr_Country_tb,rgn_id_region,int,int,Y,"","",FK,"","",,Rgn id region
dbo,Ctr_Country_tb,tax_id_cof_region,int,int,Y,"","",FK,"","",,Tax id cof region
dbo,Data_Activities_tb,COMPONENT_ID,int,int,Y,"","","","","",,Component id
dbo,Data_Activities_tb,DATA_CREATED_DATE,datetime,datetime,Y,"","","","","",,Data created date
dbo,Data_Activities_tb,DATA_MONTH,int,int,Y,"","","","","",,Data month
dbo,Data_Activities_tb,DATA_YEAR,int,int,Y,"","","","","",,Data year
dbo,Data_Activities_tb,DISBURSED_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Disbursed amount
dbo,Data_Activities_tb,KNA_APPROVED_FLAG,bit,bit,Y,"","","","","",,Kna approved flag
dbo,Data_Activities_tb,KNA_COMPONENT_CODE,varchar,varchar(25),Y,"","","","","",,Kna component code
dbo,Data_Activities_tb,KNA_COMPONENT_NAME,varchar,varchar(8000),Y,"","","","","",,Kna component name
dbo,Data_Activities_tb,KNA_COMPONENT_TYPE,varchar,varchar(100),Y,"","","","","",,Kna component type
dbo,Data_Activities_tb,KNA_DEPT,varchar,varchar(25),Y,"","","","","",,Kna dept
dbo,Data_Activities_tb,KNA_DEPT_ID,int,int,Y,"","","","","",,Kna dept id
dbo,Data_Activities_tb,KNA_ID,int,int,Y,"","","","","",,Kna id
dbo,Data_Activities_tb,KNA_KNL_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Kna knl amount
dbo,Data_Activities_tb,KNA_KNL_APPROVED_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Kna knl approved amount
dbo,Data_Activities_tb,KNA_KNL_APPROVED_FLAG,bit,bit,Y,"","","","","",,Kna knl approved flag
dbo,Data_Activities_tb,KNA_KNL_SOURCE_OF_FUNDING,varchar,varchar(200),Y,"","","","","",,Kna knl source of funding
dbo,Data_Activities_tb,KNA_KNL_STATUS,varchar,varchar(100),Y,"","","","","",,Kna knl status
dbo,Data_Activities_tb,KNA_KNL_STATUS_CODE,varchar,varchar(100),Y,"","","","","",,Kna knl status code
dbo,Data_Activities_tb,KNA_KNLOFFICERS,varchar,varchar(1000),Y,"","","","","",,Kna knlofficers
dbo,Data_Activities_tb,KNA_NAME,varchar,varchar(2000),Y,"","","","","",,Kna name
dbo,Data_Activities_tb,KNA_OPUS_CODE,varchar,varchar(25),Y,"","","","","",,Kna opus code
dbo,Data_Activities_tb,KNA_OPUS_ID,int,int,Y,"","","","","",,Kna opus id
dbo,Data_Activities_tb,KNA_OTHER_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Kna other amount
dbo,Data_Activities_tb,KNA_OTHER_ENTITY,varchar,varchar(200),Y,"","","","","",,Kna other entity
dbo,Data_Activities_tb,KNA_OUTPUT_COUNT,int,int,Y,"","","","","",,Kna output count
dbo,Data_Activities_tb,KNA_STATUS,varchar,varchar(100),Y,"","","","","",,Kna status
dbo,Data_Activities_tb,KNA_TOTAL_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Kna total amount
dbo,Data_Activities_tb,KNA_UNIT_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Kna unit amount
dbo,Data_Activities_tb,KNA_UNIT_ID,int,int,Y,"","","","","",,Kna unit id
dbo,Data_Activities_tb,KNA_UNIT_NAME,varchar,varchar(25),Y,"","","","","",,Kna unit name
dbo,Data_Activities_tb,KNA_YEAR,int,int,Y,"","","","","",,Kna year
dbo,Data_Activities_tb,KND_ID,int,int,Y,"","","","","",,Knd id
dbo,Data_Activities_tb,KNP_ID,int,int,Y,"","","","","",,Knp id
dbo,Data_Activities_tb,PROGRAMMED_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Programmed amount
dbo,Data_Activities_tb,PROGRAMMED_KNL_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Programmed knl amount
dbo,Data_Activities_tb,PROGRAMMED_OTHER_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Programmed other amount
dbo,Data_Activities_tb,SECTION_NAME,varchar,varchar(25),Y,"","","","","",,Section name
dbo,Data_Obligations_tb,DATA_CREATED_DATE,datetime,datetime,Y,"","","","","",,Data created date
dbo,Data_Obligations_tb,DATA_MONTH,int,int,Y,"","","","","",,Data month
dbo,Data_Obligations_tb,DATA_YEAR,int,int,Y,"","","","","",,Data year
dbo,Data_Obligations_tb,EXC_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Exc amount
dbo,Data_Obligations_tb,KNA_ID,int,int,Y,"","","","","",,Kna id
dbo,Data_Obligations_tb,OBL_ACCOUNT_CODE,varchar,varchar(50),Y,"","","","","",,Obl account code
dbo,Data_Obligations_tb,OBL_ACCOUNT_ID,int,int,Y,"","","","","",,Obl account id
dbo,Data_Obligations_tb,OBL_ACCOUNT_NAME,varchar,varchar(200),Y,"","","","","",,Obl account name
dbo,Data_Obligations_tb,OBL_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Obl amount
dbo,Data_Obligations_tb,OBL_CREATED_DATE,datetime,datetime,Y,"","","","","",,Obl created date
dbo,Data_Obligations_tb,OBL_CREATOR,varchar,varchar(200),Y,"","","","","",,Obl creator
dbo,Data_Obligations_tb,OBL_DESCRIPTION,varchar,varchar(1000),Y,"","","","","",,Obl description
dbo,Data_Obligations_tb,OBL_EMPLOYEE_ID,varchar,varchar(50),Y,"","","","","",,Obl employee id
dbo,Data_Obligations_tb,OBL_EMPLOYEE_TYPE,varchar,varchar(50),Y,"","","","","",,Obl employee type
dbo,Data_Obligations_tb,OBL_ITEM_CODE,varchar,varchar(100),Y,"","","","","",,Obl item code
dbo,Data_Obligations_tb,OBL_ITEM_TYPE,varchar,varchar(100),Y,"","","","","",,Obl item type
dbo,Data_Obligations_tb,OBL_ITEM_VALUE,varchar,varchar(100),Y,"","","","","",,Obl item value
dbo,Data_Obligations_tb,OBL_LAST_UPDATED_DATE,datetime,datetime,Y,"","","","","",,Obl last updated date
dbo,Data_Obligations_tb,OBL_LAWSON_DATE,datetime,datetime,Y,"","","","","",,Obl lawson date
dbo,Data_Obligations_tb,OBL_OPUS_CODE,varchar,varchar(50),Y,"","","","","",,Obl opus code
dbo,Data_Obligations_tb,OBL_OPUS_ID,int,int,Y,"","","","","",,Obl opus id
dbo,Data_Obligations_tb,OBL_ORG_UNIT_CODE,varchar,varchar(100),Y,"","","","","",,Obl org unit code
dbo,Data_Obligations_tb,OBL_ORG_UNIT_ID,int,int,Y,"","","","","",,Obl org unit id
dbo,Data_Obligations_tb,OBL_TYPE,varchar,varchar(50),Y,"","","","","",,Obl type
dbo,Data_Obligations_tb,OBL_TYPE_CODE,varchar,varchar(50),Y,"","","","","",,Obl type code
dbo,Data_Obligations_tb,OBL_UPDATOR,varchar,varchar(200),Y,"","","","","",,Obl updator
dbo,Data_Obligations_tb,OBL_VENDOR,varchar,varchar(200),Y,"","","","","",,Obl vendor
dbo,Data_Obligations_tb,OBL_VENDOR_ID,int,int,Y,"","","","","",,Obl vendor id
dbo,Data_Obligations_tb,OBL_YEAR,int,int,N,"","","","","",,Obl year
dbo,Data_Obligations_tb,OBLIGATION_ID,int,int,N,"","","","","",,Obligation id
dbo,Data_Obligations_tb,OUT_ID,int,int,Y,"","","","","",,Out id
dbo,Data_Outputs_tb,BUDGET_STATUS_CODE,varchar,varchar(200),Y,"","","","","",,Budget status code
dbo,Data_Outputs_tb,CLOSED_DATE,datetime,datetime,Y,"","","","","",,Closed date
dbo,Data_Outputs_tb,CLOSER,varchar,varchar(250),Y,"","","","","",,Closer
dbo,Data_Outputs_tb,COMMENTS,varchar,varchar(8000),Y,"","","","","",,Comments
dbo,Data_Outputs_tb,COVERAGE_FROM,datetime,datetime,Y,"","","","","",,Coverage from
dbo,Data_Outputs_tb,COVERAGE_TO,datetime,datetime,Y,"","","","","",,Coverage to
dbo,Data_Outputs_tb,data_month,int,int,Y,"","","","","",,Data month
dbo,Data_Outputs_tb,data_year,int,int,Y,"","","","","",,Data year
dbo,Data_Outputs_tb,date_created_date,datetime,datetime,Y,"","","","","",,Date created date
dbo,Data_Outputs_tb,DEADLINE,datetime,datetime,Y,"","","","","",,Deadline
dbo,Data_Outputs_tb,DISBURSED_AMOUNT_BUDGET,decimal,"decimal(15, 2)",Y,"","","","","",,Disbursed amount budget
dbo,Data_Outputs_tb,DISBURSED_AMOUNT_SOF,decimal,"decimal(15, 2)",Y,"","","","","",,Disbursed amount sof
dbo,Data_Outputs_tb,END_DATE,datetime,datetime,Y,"","","","","",,End date
dbo,Data_Outputs_tb,ESTIMATED_TOTAL_COST,decimal,"decimal(15, 2)",Y,"","","","","",,Estimated total cost
dbo,Data_Outputs_tb,FINANCED_BY_ASSOCIATED_ACTIVITY,decimal,"decimal(15, 2)",Y,"","","","","",,Financed by associated activity
dbo,Data_Outputs_tb,FINANCED_BY_OTHER_KNA,decimal,"decimal(15, 2)",Y,"","","","","",,Financed by other kna
dbo,Data_Outputs_tb,FINANCED_BY_OTHER_SOURCES,decimal,"decimal(15, 2)",Y,"","","","","",,Financed by other sources
dbo,Data_Outputs_tb,FLOW_CODE,varchar,varchar(200),Y,"","","","","",,Flow code
dbo,Data_Outputs_tb,FORMAT,varchar,varchar(200),Y,"","","","","",,Format
dbo,Data_Outputs_tb,KNA_ID,int,int,Y,"","","","","",,Kna id
dbo,Data_Outputs_tb,KNLOFFICERS,varchar,varchar(2000),Y,"","","","","",,Knlofficers
dbo,Data_Outputs_tb,LOCATION_CITY,varchar,varchar(200),Y,"","","","","",,Location city
dbo,Data_Outputs_tb,LOCATION_NAME,varchar,varchar(2000),Y,"","","","","",,Location name
dbo,Data_Outputs_tb,LOCATION_TYPE,varchar,varchar(200),Y,"","","","","",,Location type
dbo,Data_Outputs_tb,LOGISTICS_FLAG,bit,bit,Y,"","","","","",,Logistics flag
dbo,Data_Outputs_tb,MAX_PARTICIPANTS,int,int,Y,"","","","","",,Max participants
dbo,Data_Outputs_tb,MODALITY,varchar,varchar(200),Y,"","","","","",,Modality
dbo,Data_Outputs_tb,MOODLE_ID,int,int,Y,"","","","","",,Moodle id
dbo,Data_Outputs_tb,NAME,varchar,varchar(2000),Y,"","","","","",,Name
dbo,Data_Outputs_tb,OBJECTIVES,varchar,varchar(8000),Y,"","","","","",,Objectives
dbo,Data_Outputs_tb,ONLINE_FLAG,bit,bit,Y,"","","","","",,Online flag
dbo,Data_Outputs_tb,OPUS_CODE,varchar,varchar(25),Y,"","","","","",,Opus code
dbo,Data_Outputs_tb,OPUS_NAME,varchar,varchar(800),Y,"","","","","",,Opus name
dbo,Data_Outputs_tb,OUT_CREATED_DATE,datetime,datetime,Y,"","","","","",,Out created date
dbo,Data_Outputs_tb,OUT_CREATOR,varchar,varchar(200),Y,"","","","","",,Out creator
dbo,Data_Outputs_tb,OUT_ID,int,int,Y,"","","","","",,Out id
dbo,Data_Outputs_tb,OUT_STATUS_CODE,varchar,varchar(200),Y,"","","","","",,Out status code
dbo,Data_Outputs_tb,OUT_TYPE,varchar,varchar(200),Y,"","","","","",,Out type
dbo,Data_Outputs_tb,PRESENTATION_TYPE,varchar,varchar(800),Y,"","","","","",,Presentation type
dbo,Data_Outputs_tb,PRIVATE_REGISTRATION,bit,bit,Y,"","","","","",,Private registration
dbo,Data_Outputs_tb,PUBLISHED_DATE,datetime,datetime,Y,"","","","","",,Published date
dbo,Data_Outputs_tb,REGISTRATION_COFINANCING,decimal,"decimal(15, 2)",Y,"","","","","",,Registration cofinancing
dbo,Data_Outputs_tb,REGISTRATION_FEE,decimal,"decimal(15, 2)",Y,"","","","","",,Registration fee
dbo,Data_Outputs_tb,SERVICE_ACTIVE_FLAG,bit,bit,Y,"","","","","",,Service active flag
dbo,Data_Outputs_tb,START_DATE,datetime,datetime,Y,"","","","","",,Start date
dbo,Data_Outputs_tb,SUBJECT_TYPE,varchar,varchar(800),Y,"","","","","",,Subject type
dbo,Data_Outputs_tb,TEACHER,varchar,varchar(200),Y,"","","","","",,Teacher
dbo,Data_Outputs_tb,TOTAL_DURATION,decimal,"decimal(15, 2)",Y,"","","","","",,Total duration
dbo,Data_Outputs_tb,TOTAL_PARTICIPANTS,int,int,Y,"","","","","",,Total participants
dbo,Data_Outputs_tb,TRANSACTION_TYPE,varchar,varchar(200),Y,"","","","","",,Transaction type
dbo,Data_Persons_tb,data_created_date,datetime,datetime,Y,"","","","","",,Data created date
dbo,Data_Persons_tb,data_month,int,int,Y,"","","","","",,Data month
dbo,Data_Persons_tb,data_year,int,int,Y,"","","","","",,Data year
dbo,Data_Persons_tb,guest_country_id,int,int,Y,"","","","","",,Guest country id
dbo,Data_Persons_tb,guest_country_name,varchar,varchar(200),Y,"","","","","",,Guest country name
dbo,Data_Persons_tb,guest_created_date,datetime,datetime,Y,"","","","","",,Guest created date
dbo,Data_Persons_tb,guest_email,varchar,varchar(200),Y,"","","","","",,Guest email
dbo,Data_Persons_tb,guest_institution_id,int,int,Y,"","","","","",,Guest institution id
dbo,Data_Persons_tb,guest_institution_name,varchar,varchar(200),Y,"","","","","",,Guest institution name
dbo,Data_Persons_tb,guest_institution_type,varchar,varchar(100),Y,"","","","","",,Guest institution type
dbo,Data_Persons_tb,guest_institution_type_id,int,int,Y,"","","","","",,Guest institution type id
dbo,Data_Persons_tb,guest_title,varchar,varchar(200),Y,"","","","","",,Guest title
dbo,Data_Persons_tb,per_complete_name,varchar,varchar(200),Y,"","","","","",,Per complete name
dbo,Data_Persons_tb,per_first_name,varchar,varchar(100),Y,"","","","","",,Per first name
dbo,Data_Persons_tb,per_id,int,int,Y,"","","","","",,Per id
dbo,Data_Persons_tb,per_last_name,varchar,varchar(100),Y,"","","","","",,Per last name
dbo,Data_Persons_tb,per_middle_name,varchar,varchar(100),Y,"","","","","",,Per middle name
dbo,Data_Persons_tb,user_career_path,varchar,varchar(200),Y,"","","","","",,User career path
dbo,Data_Persons_tb,user_career_track,varchar,varchar(200),Y,"","","","","",,User career track
dbo,Data_Persons_tb,user_dep_id,int,int,Y,"","","","","",,User dep id
dbo,Data_Persons_tb,user_dep_name,varchar,varchar(25),Y,"","","","","",,User dep name
dbo,Data_Persons_tb,user_employee_id,varchar,varchar(25),Y,"","","","","",,User employee id
dbo,Data_Persons_tb,user_entry_date,datetime,datetime,Y,"","","","","",,User entry date
dbo,Data_Persons_tb,user_pcmail,varchar,varchar(50),Y,"","","","","",,User pcmail
dbo,Data_Persons_tb,user_title,varchar,varchar(200),Y,"","","","","",,User title
dbo,Data_Persons_tb,user_type,varchar,varchar(25),Y,"","","","","",,User type
dbo,Data_Persons_tb,user_unt_id,int,int,Y,"","","","","",,User unt id
dbo,Data_Persons_tb,user_unt_name,varchar,varchar(25),Y,"","","","","",,User unt name
dbo,Data_Persons_tb,user_work_location,varchar,varchar(25),Y,"","","","","",,User work location
dbo,Data_Persons_tb,user_work_role,varchar,varchar(200),Y,"","","","","",,User work role
dbo,Data_Persons_tb,usr_id,varchar,varchar(25),Y,"","","","","",,Usr id
dbo,Data_Plans_tb,DATA_CREATED_DATE,datetime,datetime,Y,"","","","","",,Data created date
dbo,Data_Plans_tb,DATA_MONTH,int,int,Y,"","","","","",,Data month
dbo,Data_Plans_tb,DATA_YEAR,int,int,Y,"","","","","",,Data year
dbo,Data_Plans_tb,PLAN_COMPONENT_TYPE,varchar,varchar(25),Y,"","","","","",,Plan component type
dbo,Data_Plans_tb,PLAN_DEPT,varchar,varchar(25),Y,"","","","","",,Plan dept
dbo,Data_Plans_tb,PLAN_DEPT_ALLOCATION,decimal,"decimal(15, 2)",Y,"","","","","",,Plan dept allocation
dbo,Data_Plans_tb,PLAN_DEPT_APPROVED_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Plan dept approved amount
dbo,Data_Plans_tb,PLAN_DEPT_DISBURSED_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Plan dept disbursed amount
dbo,Data_Plans_tb,PLAN_DEPT_ID,int,int,Y,"","","","","",,Plan dept id
dbo,Data_Plans_tb,PLAN_DEPT_PROGRAMMED_AMOUNT,decimal,"decimal(15, 2)",Y,"","","","","",,Plan dept programmed amount
dbo,Data_Plans_tb,PLAN_SECTION,varchar,varchar(25),Y,"","","","","",,Plan section
dbo,Data_Plans_tb,PLAN_TOTAL_DEPT_ALLOCATION,decimal,"decimal(15, 2)",Y,"","","","","",,Plan total dept allocation
dbo,Data_Plans_tb,PLAN_YEAR,int,int,Y,"","","","","",,Plan year
dbo,Data_Registrations_2016_tb,data_count,int,int,Y,"","","","","",,Data count
dbo,Data_Registrations_2016_tb,data_month,int,int,Y,"","","","","",,Data month
dbo,Data_Registrations_2016_tb,data_year,int,int,Y,"","","","","",,Data year
dbo,Data_Registrations_2016_tb,date_created_date,datetime,datetime,Y,"","","","","",,Date created date
dbo,Data_Registrations_2016_tb,emp_actual_career_path,varchar,varchar(50),Y,"","","","","",,Emp actual career path
dbo,Data_Registrations_2016_tb,emp_actual_career_track,varchar,varchar(25),Y,"","","","","",,Emp actual career track
dbo,Data_Registrations_2016_tb,emp_actual_dept,varchar,varchar(10),Y,"","","","","",,Emp actual dept
dbo,Data_Registrations_2016_tb,emp_actual_dept_id,varchar,varchar(25),Y,"","","","","",,Emp actual dept id
dbo,Data_Registrations_2016_tb,emp_actual_employee_type,varchar,varchar(25),Y,"","","","","",,Emp actual employee type
dbo,Data_Registrations_2016_tb,emp_actual_supervisor,varchar,varchar(200),Y,"","","","","",,Emp actual supervisor
dbo,Data_Registrations_2016_tb,emp_actual_title,varchar,varchar(200),Y,"","","","","",,Emp actual title
dbo,Data_Registrations_2016_tb,emp_actual_unit,varchar,varchar(10),Y,"","","","","",,Emp actual unit
dbo,Data_Registrations_2016_tb,emp_actual_unit_id,varchar,varchar(25),Y,"","","","","",,Emp actual unit id
dbo,Data_Registrations_2016_tb,emp_actual_work_country,varchar,varchar(10),Y,"","","","","",,Emp actual work country
dbo,Data_Registrations_2016_tb,emp_actual_work_location,varchar,varchar(10),Y,"","","","","",,Emp actual work location
dbo,Data_Registrations_2016_tb,emp_actual_work_role,varchar,varchar(100),Y,"","","","","",,Emp actual work role
dbo,Data_Registrations_2016_tb,emp_career_path,varchar,varchar(50),Y,"","","","","",,Emp career path
dbo,Data_Registrations_2016_tb,emp_career_track,varchar,varchar(25),Y,"","","","","",,Emp career track
dbo,Data_Registrations_2016_tb,emp_cof_country,varchar,varchar(25),Y,"","","","","",,Emp cof country
dbo,Data_Registrations_2016_tb,emp_complete_name,varchar,varchar(200),Y,"","","","","",,Emp complete name
dbo,Data_Registrations_2016_tb,emp_department,varchar,varchar(10),Y,"","","","","",,Emp department
dbo,Data_Registrations_2016_tb,emp_dept_id,int,int,Y,"","","","","",,Emp dept id
dbo,Data_Registrations_2016_tb,emp_email,varchar,varchar(100),Y,"","","","","",,Emp email
dbo,Data_Registrations_2016_tb,emp_employee_id,varchar,varchar(25),Y,"","","","","",,Emp employee id
dbo,Data_Registrations_2016_tb,emp_employee_type,varchar,varchar(25),Y,"","","","","",,Emp employee type
dbo,Data_Registrations_2016_tb,emp_first_name,varchar,varchar(100),Y,"","","","","",,Emp first name
dbo,Data_Registrations_2016_tb,emp_last_name,varchar,varchar(100),Y,"","","","","",,Emp last name
dbo,Data_Registrations_2016_tb,emp_left_date,datetime,datetime,Y,"","","","","",,Emp left date
dbo,Data_Registrations_2016_tb,emp_middle_name,varchar,varchar(100),Y,"","","","","",,Emp middle name
dbo,Data_Registrations_2016_tb,emp_pcmail,varchar,varchar(100),Y,"","","","","",,Emp pcmail
dbo,Data_Registrations_2016_tb,emp_supervisor,varchar,varchar(200),Y,"","","","","",,Emp supervisor
dbo,Data_Registrations_2016_tb,emp_title,varchar,varchar(200),Y,"","","","","",,Emp title
dbo,Data_Registrations_2016_tb,emp_type,varchar,varchar(50),Y,"","","","","",,Emp type
dbo,Data_Registrations_2016_tb,emp_unit,varchar,varchar(10),Y,"","","","","",,Emp unit
dbo,Data_Registrations_2016_tb,emp_unit_id,int,int,Y,"","","","","",,Emp unit id
dbo,Data_Registrations_2016_tb,emp_work_country,varchar,varchar(10),Y,"","","","","",,Emp work country
dbo,Data_Registrations_2016_tb,emp_work_location,varchar,varchar(10),Y,"","","","","",,Emp work location
dbo,Data_Registrations_2016_tb,emp_work_role,varchar,varchar(100),Y,"","","","","",,Emp work role
dbo,Data_Registrations_2016_tb,gst_country,varchar,varchar(800),Y,"","","","","",,Gst country
dbo,Data_Registrations_2016_tb,gst_institution,varchar,varchar(800),Y,"","","","","",,Gst institution
dbo,Data_Registrations_2016_tb,gst_institution_type,varchar,varchar(800),Y,"","","","","",,Gst institution type
dbo,Data_Registrations_2016_tb,kna_id,int,int,Y,"","","","","",,Kna id
dbo,Data_Registrations_2016_tb,out_allow_online,bit,bit,Y,"","","","","",,Out allow online
dbo,Data_Registrations_2016_tb,out_budget_status_code,varchar,varchar(100),Y,"","","","","",,Out budget status code
dbo,Data_Registrations_2016_tb,out_close_date,datetime,datetime,Y,"","","","","",,Out close date
dbo,Data_Registrations_2016_tb,out_closer,varchar,varchar(200),Y,"","","","","",,Out closer
dbo,Data_Registrations_2016_tb,out_comments,varchar,varchar(8000),Y,"","","","","",,Out comments
dbo,Data_Registrations_2016_tb,out_created_date,datetime,datetime,Y,"","","","","",,Out created date
dbo,Data_Registrations_2016_tb,out_creator,varchar,varchar(200),Y,"","","","","",,Out creator
