"schema_name","view_name","column_name","data_type","data_type_ext","nullable","comments"
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_career_track,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_dept,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_dept_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_employee_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_supervisor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_title,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_unit_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_work_country,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_work_location,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_actual_work_role,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_career_path,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_career_track,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_cof_country,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_complete_name,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_department,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_dept_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_email,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_employee_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_employee_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_first_name,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_gender,varchar,varchar(1),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_last_name,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_left_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_middle_name,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_pcmail,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_supervisor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_title,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_unit_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_work_country,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_work_location,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,emp_work_role,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,gst_country,varchar,varchar(800),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,gst_institution,varchar,varchar(800),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,gst_institution_type,varchar,varchar(800),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,kna_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_allow_online,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_budget_status_code,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_close_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_closer,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_comments,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_created_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_creator,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_deadline,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_deleted_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_deletor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_duration,decimal,"decimal(15, 5)",Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_duration_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_end_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_end_date_month,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_flow_status_code,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_location_city,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_location_country,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_location_name,varchar,varchar(1000),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_location_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_logistics_required,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_max_participants,decimal,"decimal(15, 5)",Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_modality,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_moodle_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_name,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_objectives,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_opus_code,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_presentation_type,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_private_registration,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_published_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_service_active_flag,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_start_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_start_date_month,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_status_code,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_subject_type,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_teacher,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,out_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,plan_activityName,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,plan_component_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,plan_componentName,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,plan_dept,varchar,varchar(5),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,plan_dept_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,plan_nerId,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,plan_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,plan_unit_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,plan_year,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,reg_created_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,reg_deleted_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,reg_deletor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,reg_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,reg_month,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,reg_participation_type,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,reg_registrator,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,reg_showup_flag,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2015_temp_vw,reg_status_code,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,data_count,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,data_month,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,data_year,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,date_created_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_career_path,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_career_track,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_dept,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_dept_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_employee_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_supervisor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_title,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_unit_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_work_country,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_work_location,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_actual_work_role,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_career_path,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_career_track,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_cof_country,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_complete_name,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_department,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_dept_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_email,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_employee_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_employee_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_first_name,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_gender,varchar,varchar(1),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_last_name,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_left_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_middle_name,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_pcmail,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_supervisor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_title,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_unit_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_work_country,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_work_location,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2016_vw,emp_work_role,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,gst_country,varchar,varchar(800),Y,
dbo,Data_Registrations_Qbr1_2016_vw,gst_institution,varchar,varchar(800),Y,
dbo,Data_Registrations_Qbr1_2016_vw,gst_institution_type,varchar,varchar(800),Y,
dbo,Data_Registrations_Qbr1_2016_vw,kna_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_allow_online,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_budget_status_code,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_close_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_closer,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_comments,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_created_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_creator,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_deadline,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_deleted_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_deletor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_duration,decimal,"decimal(15, 5)",Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_duration_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_end_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_end_date_month,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_flow_status_code,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_location_city,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_location_country,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_location_name,varchar,varchar(1000),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_location_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_logistics_required,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_max_participants,decimal,"decimal(15, 5)",Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_modality,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_moodle_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_name,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_objectives,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_opus_code,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_presentation_type,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_private_registration,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_published_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_service_active_flag,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_start_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_start_date_month,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_status_code,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_subject_type,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_teacher,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,out_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2016_vw,plan_activityName,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2016_vw,plan_component_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr1_2016_vw,plan_componentName,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr1_2016_vw,plan_dept,varchar,varchar(5),Y,
dbo,Data_Registrations_Qbr1_2016_vw,plan_dept_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,plan_nerId,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,plan_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr1_2016_vw,plan_unit_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,plan_year,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,reg_created_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,reg_deleted_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr1_2016_vw,reg_deletor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,reg_id,int,int,Y,
dbo,Data_Registrations_Qbr1_2016_vw,reg_month,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr1_2016_vw,reg_participation_type,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr1_2016_vw,reg_registrator,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr1_2016_vw,reg_showup_flag,bit,bit,Y,
dbo,Data_Registrations_Qbr1_2016_vw,reg_status_code,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,data_count,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,data_month,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,data_year,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,date_created_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_career_path,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_career_track,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_dept,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_dept_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_employee_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_supervisor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_title,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_unit_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_work_country,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_work_location,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_actual_work_role,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_career_path,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_career_track,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_cof_country,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_complete_name,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_department,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_dept_id,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_email,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_employee_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_employee_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_first_name,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_gender,varchar,varchar(1),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_last_name,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_left_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_middle_name,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_pcmail,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_supervisor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_title,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_unit_id,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_work_country,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_work_location,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,emp_work_role,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,kna_id,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_allow_online,bit,bit,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_budget_status_code,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_close_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_closer,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_comments,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_created_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_creator,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_deadline,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_deleted_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_deletor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_duration,decimal,"decimal(15, 5)",Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_duration_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_end_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_end_date_month,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_flow_status_code,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_id,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_location_city,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_location_country,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_location_name,varchar,varchar(1000),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_location_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_logistics_required,bit,bit,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_max_participants,decimal,"decimal(15, 5)",Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_modality,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_moodle_id,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_name,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_objectives,varchar,varchar(8000),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_opus_code,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_presentation_type,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_private_registration,bit,bit,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_published_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_service_active_flag,bit,bit,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_start_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_start_date_month,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_status_code,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_subject_type,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_teacher,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,out_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,plan_component_type,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,plan_dept,varchar,varchar(5),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,plan_dept_id,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,plan_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,plan_unit_id,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,plan_year,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,reg_created_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,reg_deleted_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,reg_deletor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,reg_id,int,int,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,reg_month,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,reg_participation_type,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,reg_registrator,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,reg_showup_flag,bit,bit,Y,
dbo,Data_Registrations_Qbr2_2014_temp_vw,reg_status_code,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2015_vw,data_count,int,int,Y,
dbo,Data_Registrations_Qbr2_2015_vw,data_month,int,int,Y,
dbo,Data_Registrations_Qbr2_2015_vw,data_year,int,int,Y,
dbo,Data_Registrations_Qbr2_2015_vw,date_created_date,datetime,datetime,Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_career_path,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_career_track,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_dept,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_dept_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_employee_type,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_supervisor,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_title,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_unit,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_unit_id,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_work_country,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_work_location,varchar,varchar(10),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_actual_work_role,varchar,varchar(100),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_career_path,varchar,varchar(50),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_career_track,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_cof_country,varchar,varchar(25),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_complete_name,varchar,varchar(200),Y,
dbo,Data_Registrations_Qbr2_2015_vw,emp_department,varchar,varchar(10),Y,
